"","X","WID","n_reg","n_dam","n_basin","res_vol","iw_vol","DOF","DOR","USE","SED","RDD","URB","uparea","order","b","pval","fdi_mean","group"
"266",27555,45100733,750,129,1782,5971.3,5418,30.7693203946097,18.3893625294219,8.36397304607495,22.8189221746841,2.1158400661449,1.35713427896819,78080.506060396,6,-0.003176451,0.0000486754559492971,1.21663255891429,"(-0.1,0]"
"267",28031,46015174,360,17,4337,2530,0,3.96789740767456,1.33073798755935,4.12051990597048,1.77228549509003,0.307057971373451,0.544750395277012,195082.694084453,6,0.0003458618,0.00000181077858794969,1.11476721814286,"(0,0.1]"
"268",28033,46015180,98,5,1310,0,0,1.4093767689033,1.35584696066199,3.24939395489002,1.17796757466401,0.231788636365849,0.283850018454321,55360.6218281044,6,-0.0006465945,0.00531992432207359,1.59904879511429,"(-0.1,0]"
"269",28042,46015354,0,0,264,0,0,0,0,0.071969696405259,0,0,0,11578.2351793544,5,0.02912061,0.000897999431854636,1.73964363477143,"(0,0.1]"
"270",28104,46019008,661,20,12990,24943.1,23800,1.8430666300372,1.38121877953296,2.46050296865175,1.20798167531457,0.757071974236022,0.205083219644134,614702.569899515,7,0.0008207582,0.00249302753224377,0.440835190228571,"(0,0.1]"
"271",28132,46020776,201,7,3221,470,0,3.90453906167906,1.34113549413385,2.47619343249235,3.52423733285857,0.212672349765333,0.269623991372197,148318.139283702,7,0.0005638826,0.00531992432207359,1.20873712034286,"(0,0.1]"
"272",28175,46030981,0,0,391,0,0,0,0,3.3612403099158,0,0.477767441104087,0.428878555675964,21566.4536119478,5,-0.002628526,0.0000000349389471118773,0.843653962714286,"(-0.1,0]"
"273",28197,46034315,4,0,237,0,0,0,0,1.31983122669695,0,0.312004221045267,0,10019.0746126144,4,0.0006089319,0.000807170302189612,0.1514065944,"(0,0.1]"
"274",28220,46037219,19,0,277,0,0,0,0,6.02888085437596,0,0.542761733224246,0.0579097479689422,10562.114805587,5,-0.001858076,0.000000397900121120169,1.18695419625714,"(-0.1,0]"
"275",28258,46048016,0,0,221,0,0,0,0,0.0273542597622615,0,2.68468161695741,0.0285695072246774,10331.4844247947,5,0.0003443106,0.00697472395835133,0.779198159171429,"(0,0.1]"
"276",28511,47007928,0,0,251,0,0,0,0,0.312350600215781,0,0.416402394256269,0.0568924304617354,10632.8599590845,5,0.002206789,0.000000340356719157106,1.25064151465714,"(0,0.1]"
"277",28573,47009591,183,4,946,0,0,5.57385709375927,3.92371025088586,11.8755789614351,4.9656098397643,0.379577894846075,0.209123162086073,40710.8045171258,6,0.001356151,0.00000134647314109193,0.814979915685714,"(0,0.1]"
"278",28579,47009741,71,9,436,0,0,11.9792597591877,0.0110728635427055,8.7536697174431,0,0.610887614685461,0.278965598331132,16635.8845214714,5,0.0007547043,0.0127561170265981,1.01850650865714,"(0,0.1]"
"279",28673,47013530,4,0,965,0,0,0,0,0.716373064202966,0,0.153903626955544,0.0133564762500901,39552.4675017756,6,-0.009917397,0.0000000105131673918126,1.78792772631429,"(-0.1,0]"
"280",28674,47013533,5,0,279,0,0,0,0,1.61290322580645,0,0.144215053554931,0.000813620064848211,10912.940404697,5,0.01052464,0.00907801720573989,2.97407128122857,"(0,0.1]"
"281",28713,47015349,0,0,567,0,0,0,0,0.349209139709523,0,0.130906853111222,0,21605.5142946372,5,0.005668984,0.0150485434544013,1.37211028208571,"(0,0.1]"
"282",28747,47017200,17,0,269,0,0,0.371747211895911,0,5.00223049887051,0,0.402992564229274,0.0472936818590838,11304.0860989215,5,0.0151046,0.00907801720573989,2.16286818002857,"(0,0.1]"
"283",28794,47018829,0,0,529,0,0,0,0,0.820226844688895,0,0.222862003177461,0,21823.6806501519,6,0.00663562,0.0027486122017265,2.10527065654286,"(0,0.1]"
"284",28798,47018849,1,0,339,0,0,0,0,1.0612903315126,0,0,0,14454.8980899739,5,-0.001179255,0.000467762699246,0.867974465285714,"(-0.1,0]"
"285",28802,47018889,0,0,298,0,0,0,0,0.231879194385853,0,0.0515134240556883,0,12445.8727507498,4,0.01266201,0.000897999431854636,1.66533036482857,"(0,0.1]"
"286",28885,47022687,45,0,277,0,0,0,0,15.9310469128165,0,0.422909749544054,0.120819495204123,12126.2620436937,5,0.01405602,0.00136439215645161,1.10235124871429,"(0,0.1]"
"287",28936,47025118,254,7,1715,0,0,9.47886355821288,0.873774628107744,5.87384974498716,2.89839151038544,0.511585904846166,0.159774432851606,73295.6054269112,6,0.0005451182,0.0048528248119314,0.936952053257143,"(0,0.1]"
"288",28969,47026479,29,0,577,0,0,0,0,5.04024180332408,0,0.18951468002405,0,24756.4707611159,5,0.01281256,0.0127561170265981,2.08513542911429,"(0,0.1]"
"289",28970,47026483,2,0,297,0,0,0,0,0.673400673400673,0,0.215622895946005,0,12636.7672180458,5,0.006104554,0.000897999431854636,2.26204252331429,"(0,0.1]"
"290",28985,47028343,15,0,1154,0,0,0,0,1.83598616074732,0,0.232305363619823,0,44302.1918768301,6,0.00375284,0.0304360620926451,2.32570591951429,"(0,0.1]"
"291",29203,48002267,17,0,712,0,0,0,0,3.89424966246433,0,0.218732117258566,0.00145161289820999,29667.4518132297,5,-0.001125352,0.00204591966174925,0.473790100142857,"(-0.1,0]"
"292",29268,48008893,199,0,3646,0,0,0,0,6.09969846607317,0,0.156337719347344,0.00429303734971766,186457.505521571,6,0.0007037653,0.0352851323530067,0.953932856942857,"(0,0.1]"
"293",29284,48010204,912,6,13631,125,0,1.14278797549951,0.377629579848331,6.19521577482409,0.53849740467608,0.378809363073513,0.075613084789951,624556.930345595,8,-0.002126162,0.00167350434314648,1.11852631577143,"(-0.1,0]"
"294",29457,48018753,46,0,217,0,0,0,0,18.9571428842808,0,0.176963132097974,0,11953.2103167004,5,0.001847741,0.000807170302189612,1.12201013822857,"(0,0.1]"
"295",29699,49001334,0,0,255,0,0,0,0,0.232549019654592,0,0.366101959464597,0,11087.1212799201,5,-0.002512122,0.000166276938851607,1.71454613374286,"(-0.1,0]"
"296",30105,49010558,1,0,982,0,0,0,0,0.0720528466475567,0,0.828434960697058,0,44780.2679423489,6,-0.0005270606,0.000807170302189612,1.19241828671429,"(-0.1,0]"
"297",30106,49010602,0,0,285,0,0,0,0,0.00245614041361892,0,0.880863158849248,0,12459.9805882294,5,-0.004907185,0.00167350434314648,1.3264859084,"(-0.1,0]"
"298",30124,49011180,0,0,390,0,0,0,0,0.117435898937476,0,0.748428204693855,0,15917.2438289896,5,-0.002126602,0.0469805611166679,1.08342490842857,"(-0.1,0]"
"299",30142,49012362,0,0,415,0,0,0,0,0.102644231528617,0,0.712716346499152,0,18257.2647242868,5,-0.0008212838,0.0138605370137844,1.16985308628571,"(-0.1,0]"
"300",30493,51003313,4,3,511,0,0,0.202196906106384,0.0191803009067329,0.0152804644443311,0.226604535240595,1.29501740464389,0.00453771780491797,24445.2267731514,5,-0.0008152347,0.00000497288155190259,0.457746828571429,"(-0.1,0]"
"301",30602,51005102,1,1,949,0,0,0,0,0.00431125137864853,0,1.61433964150592,0.225379701981911,42516.9603351008,6,0.0008234009,0.0127561170265981,0.880320950542857,"(0,0.1]"
"302",30697,51006507,5,2,1222,0,0,0.164343044137408,0.00715599980955233,0.0167757777494124,0.0861484089409041,1.67395990182769,0.525482045672529,51544.1441328276,6,0.001715865,0.000297848401435682,1.37685190888571,"(0,0.1]"
"303",30698,51006510,0,0,307,0,0,0,0,0.000970873800874913,0,2.02844660456705,0.00493203899235401,12370.2654977936,5,0.002322246,0.0000223728201152168,1.44549812608571,"(0,0.1]"
"304",32814,52004641,27,3,439,100,0,3.93758411278305,0.0440364758532419,0.418284425701164,1.20554586018486,0.89484875987265,0.0825056441077799,18874.3119537245,5,-0.001214712,0.00907801720573989,1.1040390502,"(-0.1,0]"
"305",33184,52008152,0,0,745,0,0,0,0,0.000133868810562404,0,0.532459170164832,0.000669344042838019,30445.1688095551,6,-0.001123774,0.0083212096678155,1.02372644714286,"(-0.1,0]"
"306",33551,52016258,0,0,1903,0,0,0,0,0.000681699013828793,0,0.833849501808276,0.0169029891506564,83718.9252255233,6,-0.001537602,0.0000000946014998578075,0.518280494428571,"(-0.1,0]"
"307",33729,52019081,0,0,253,0,0,0,0,0,0,1.19596838167769,0.0706521739130435,11318.7646950853,5,0.001521971,0.000187149308653633,0.958127186942857,"(0,0.1]"
"308",33891,52022108,0,0,331,0,0,0,0,0,0,1.22179456124943,0.234301947755036,13521.1867544253,5,0.00200227,0.0000331251304582536,0.623062727742857,"(0,0.1]"
"309",33983,52023483,0,0,1365,0,0,0,0,0.0000731528906291997,0,1.42037161653855,0.0270621792277718,60413.5979135431,5,0.0006580138,0.0150485434544013,0.354852189314286,"(0,0.1]"
"310",33984,52023491,1,0,370,0,0,0.210509401686648,0.00231903680461518,0,0.0921441143702535,1.26372074300146,0.0985558506180631,15455.4492597024,5,0.0006429249,0.0207439174201465,0.642600832142857,"(0,0.1]"
"311",33985,52023502,0,0,437,0,0,0,0,0,0,1.20489521640308,0.000496583131559888,18935.608559218,5,0.001027345,0.000467762699246,0.394025259285714,"(0,0.1]"
"312",33987,52023522,0,0,325,0,0,0,0,0,0,1.69263076855586,0.00471692305344802,13054.81249916,4,0.001251268,0.000650529832469415,0.246057466085714,"(0,0.1]"
"313",37461,56038303,0,0,221,0,0,0,0,0.065158371607103,0,0.14847511160967,0,10183.2077788324,4,0.004086561,0.0191672520432152,0.436539981228571,"(0,0.1]"
"314",37538,56043521,0,0,945,0,0,0,0,0.0439153447983757,0,0.20124021282114,0,39414.5798027491,6,0.006421975,0.00225936064356749,0.518260066914286,"(0,0.1]"
"315",37948,56094799,0,0,309,0,0,0,0,0.0245954694051573,0,0.233288027080903,0,14814.8791373701,5,0.003145381,0.000265512945646669,0.5623074468,"(0,0.1]"
"316",38006,56101544,0,0,585,0,0,0,0,0.0158974361215901,0,0.124468376672166,0,29662.7477037893,5,0.002944288,0.0163253396829134,0.645296811685714,"(0,0.1]"
"317",38060,56108301,0,0,408,0,0,0,0,0.00171568630007552,0,0.413012255165799,0,17862.9559862204,5,-0.003798186,0.0138605370137844,0.300235277714286,"(-0.1,0]"
"318",38130,56114441,0,0,1193,0,0,0,0,0.00427493719697898,0,0.124778709119094,0,50648.4569808817,5,-0.001358542,0.0242392703746718,0.196920509485714,"(-0.1,0]"
"319",38131,56114479,0,0,711,0,0,0,0,0.0299578061020827,0,0.563074544428438,0,30840.9213792913,6,-0.003494073,0.0207439174201465,0.735581890914286,"(-0.1,0]"
"320",38291,56127350,0,0,321,0,0,0,0,0.00342679139795333,0,0.325604362186984,0,15264.2175962678,5,0.009628538,0.0379474349384441,1.55551793822857,"(0,0.1]"
"321",38601,56145185,0,0,563,0,0,0,0,0,0,0.147430851236514,0,25530.879330082,5,0.001459024,0.000187149308653633,0.630375215285714,"(0,0.1]"
"322",40265,61000463,371,18,5773,9384.9,0,3.02986396732672,0.871415950867168,0.0543865728559306,2.02822914912262,4.34197136524985,1.11507419148935,258586.294072663,7,0.0006118019,0.0000803673722991909,1.34617695488571,"(0,0.1]"
"323",40530,61005050,34,2,303,1200,0,9.83354747334723,1.16484678853856,0.109240924933366,3.76195891286099,3.70492409597529,0.279518146424404,13723.031846386,5,0.00127339,0.000102750152035912,1.39560741542857,"(0,0.1]"
"324",40585,61007042,431,16,20715,146891.2,4296.4,1.03058917556749,0.719963837844856,0.0777451220197121,0.83143624937196,0.787631491483895,0.190469727663571,931968.089576116,8,0.0007001281,0.0000376911823952338,1.44037085702857,"(0,0.1]"
"325",40667,61020649,0,0,259,0,0,0,0,0.00229885060896818,0,0.0982375470386154,0,11522.5809542272,4,-0.002404737,0.000187149308653633,0.4654575064,"(-0.1,0]"
"326",40670,61021929,0,0,1481,0,0,0,0,0.0738014861096167,0,0.0158176907488496,0.00405589637524529,64415.578289467,6,-0.001801582,0.00000156212484411175,0.548643264085714,"(-0.1,0]"
"327",40671,61021992,0,0,249,0,0,0,0,0.00160642575667086,0,0.12171486091901,0.00395180733807116,10872.7492032528,5,-0.002975244,0.0000376911823952338,1.25177550797143,"(-0.1,0]"
"328",40672,61022020,49,1,398,0,0,10.3441456985474,7,0.355500001404434,6.25335111056761,0.126862499713898,0.383259996622801,16845.9994752191,5,-0.00713092,0.00000997640813646051,0.870060258771429,"(-0.1,0]"
"329",40673,61022042,0,0,389,0,0,0,0,0.0267352189648427,0,0.0218483292734715,0,16862.7537565983,5,-0.00463257,0.0000195964637929961,0.852598653571429,"(-0.1,0]"
"330",40674,61022059,0,0,317,0,0,0,0,0.569278997126791,0,0.140567398066618,0.0870783710180779,13814.4826671865,5,-0.004997135,0.000583283347549499,1.56040839971429,"(-0.1,0]"
"331",40698,61023450,0,0,1533,0,0,0,0,0.0489889113627379,0,0.0403085451400599,0.0525538146456938,66743.9472769185,6,-0.001159466,0.000897999431854636,0.693535298942857,"(-0.1,0]"
"332",40699,61023461,1,0,265,0,0,0,0,0.076779027500849,0,0.242906365780795,0,12076.2002864356,5,-0.004252618,0.000130928032249208,0.957951172028571,"(-0.1,0]"
"333",40717,61029966,0,0,254,0,0,0,0,0,0,0.109724410406248,0,10823.8571301213,5,-0.002156882,0.00167350434314648,1.78474255242857,"(-0.1,0]"
"334",40752,61046331,24,1,903,138,0,2.49062153086446,0.0102858128209711,0,0.346287636774165,0.16416057658816,0.00253488375895047,40943.4718514223,6,-0.004693069,0.000166276938851607,1.41074454388571,"(-0.1,0]"
"335",40763,62012981,0,0,501,0,0,0,0,0.00467479681762737,0,0.202189025294975,0.055345529463233,23655.1678279972,5,0.002187182,0.0407786920676653,0.663160240742857,"(0,0.1]"
"336",40859,62027196,578,30,18499,62924,0,1.55003271219024,0.980056713909313,0.0488540545923484,1.05775858583746,0.346795945994757,0.0792901493290792,840515.221459088,8,0.001243404,0.0117303045456346,1.01073642945714,"(0,0.1]"
"337",40984,63001018,994,28,7190,748.2,0,7.60506884935825,2.34434406306114,0.197149610542615,4.7502243986678,0.775843159256252,0.0913804394169167,328984.695470243,7,0.001122478,0.0163253396829134,0.805482687885714,"(0,0.1]"
"338",40985,63001032,1,0,1202,0,0,0.0321695102431413,0.0310971674427217,0.0627287868007447,0.0552510824032528,0.686643926200524,0.111043263195755,53026.2785958055,5,0.002583522,0.000013102494052637,0.415225391314286,"(0,0.1]"
"339",40987,63001040,0,0,357,0,0,0,0,0.0302521014789573,0,0.618414563687743,0.00879831925159743,15758.4023301255,5,0.001082767,0.010778341787809,0.700333258142857,"(0,0.1]"
"340",41053,63001645,66,4,2096,1033,0,1.16709476862781,0.652592336497952,0.0295996191965556,0.805722390220556,0.585229264950474,0.00947983729146116,95373.5506410146,6,0.00181384,0.0000114379254569868,1.42144310868571,"(0,0.1]"
"341",41188,63023495,1271,51,13611,2921,504,6.47072379696876,2.26647025697812,0.374946767379074,3.83754186813347,0.715814230143389,0.438812975138284,635237.136585968,6,0.003083946,0.0000626502537142492,0.241147080828571,"(0,0.1]"
"342",41197,63026500,185,4,798,212.6,0,11.4748339536495,8.60106343792793,1.11315789378078,9.32602126930771,0.613002506255133,0.113820047530913,35730.0380835466,5,0.002439985,0.0083212096678155,0.414229679171429,"(0,0.1]"
"343",41206,63028170,184,5,1161,5554,0,11.8115807468782,5.14313823120744,0.752971578938092,5.22041593244183,0.736286822761009,0.0998242895193494,53505.4239444689,6,0.00265793,0.0176963560701568,1.05377914622857,"(0,0.1]"
"344",41248,63031301,200,13,1261,1798,1640,12.0255130908491,4.36061994491542,0.568437748135885,6.80261478746053,0.775716891436942,0.265616789802873,55306.5111243697,5,0.00162069,0.010778341787809,0.378129606085714,"(0,0.1]"
"345",41259,63033620,115,2,693,202,0,10.7254429396785,1.9582861940152,0.505050504631208,5.42263487371934,0.733128428061373,0.283904759549303,31470.4149767518,5,0.001342567,0.00249302753224377,0.690899489571429,"(0,0.1]"
"346",41263,63034511,73,3,1573,8684,0,3.26999713564676,0.840099280665791,0.0746666678313225,2.17544256840085,0.70148507771984,0.150405039181785,69538.6158244471,6,0.003859926,0.000297848401435682,0.615796787514286,"(0,0.1]"
"347",41296,63039854,0,0,309,0,0,0,0,0.185760519000126,0,1.14879935186561,0.574957926585836,13225.5020063962,5,0.002611947,0.00762135081093312,1.05243807531429,"(0,0.1]"
"348",41302,63041909,185,11,1806,236.9,0,6.93478189688898,0.286266086753025,0.129235882035654,1.09302845558728,1.13044739744377,1.04792587286231,82451.1322142216,6,0.00504722,0.00000209723290483944,0.849834765428571,"(0,0.1]"
"349",41323,63044038,206,13,1239,3003.5,1396,10.3913140121826,8.16536144254379,0.228248589366217,6.64573731766033,1.24118967020555,5.2096712332733,56378.9103624452,6,0.004974329,0.000000340356719157106,1.213898393,"(0,0.1]"
"350",41419,64038333,40,9,487,403.1,0,5.08317861419928,0.98338019774435,0.276386038233857,3.19913224795634,0.593913759722602,0.524659488663781,23691.959347129,5,0.001946933,0.00185112515628248,0.911163689485714,"(0,0.1]"
"351",41511,64070547,361,37,3764,1235,0,5.58870068412234,0.873652783026767,0.103893953441619,4.83725998405104,0.809515327239886,1.18431297944613,180697.635917807,7,-0.001568499,0.0000114379254569868,1.52778304357143,"(-0.1,0]"
"352",41523,64076465,3581,232,63458,156518.8,4889,3.73516154861582,1.59229618132204,0.372337111639229,2.62938141745294,0.743566084454387,0.66442908863644,2978067.71058043,8,0.002534254,0.010778341787809,1.12701173205714,"(0,0.1]"
"353",41618,65007623,118,2,3892,105,0,0.525690202192293,0.869353589935811,2.86908485305917,0.472458006004225,1.82327992954764,0.424557034937549,185876.504615352,6,-0.006378724,0.0000552457044347388,0.504900685314286,"(-0.1,0]"
"354",41642,65009143,1,0,253,0,0,0,0,0.188142294145149,0,1.20663241294062,0.0786758889793878,11156.7356474861,5,-0.003493063,0.00697472395835133,0.976926961028571,"(-0.1,0]"
"355",41730,65012095,0,0,233,0,0,0,0,1.18755365502041,0,2.29630471522972,0.183124463701453,10807.1288352362,4,-0.004680991,0.00531992432207359,0.541081442942857,"(-0.1,0]"
"356",41765,65013531,0,0,217,0,0,0,0,0.351152074536145,0,1.56633640417168,0.402161287684594,10961.6956069096,4,-0.001829189,0.0000428506264118929,0.610990717,"(-0.1,0]"
"357",41879,65016249,0,0,235,0,0,0,0,0.949787235323419,0,1.91295744345543,0.111510641524132,10256.9640975204,5,0.0032305,0.0117303045456346,1.20400331688571,"(0,0.1]"
"358",42043,65018263,754,16,6778,1891.7,859,6.89044854620975,2.09894738432758,2.92555637840475,3.81530077650473,1.11410081094582,0.584318341170942,304570.554158698,7,0.002169885,0.00762135081093312,0.657071998514286,"(0,0.1]"
"359",42209,65021001,251,4,2504,23380,0,8.00520311922715,5.36916648738639,1.03954509090326,2.94124088132738,1.49632242593709,0.877265573653905,116844.88420482,6,0.0006465712,0.00225936064356749,0.412114836257143,"(0,0.1]"
"360",42982,65031116,0,0,436,0,0,0,0,0.0270022888341812,0,1.04691076026356,0.0248100685991466,19314.2409091976,5,-0.001341276,0.0407786920676653,1.54651184311429,"(-0.1,0]"
"361",43138,66004005,0,0,859,0,0,0,0,0.0807916187487187,0,0.679949943492313,0.0101699651467231,35195.8932420216,6,-0.003503969,0.000130928032249208,1.66752268054286,"(-0.1,0]"
"362",43139,66004077,0,0,317,0,0,0,0,0.169592475536101,0,0.785332287927406,0,13586.4461119781,5,0.006015509,0.000333844169100078,0.950595735857143,"(0,0.1]"
"363",43169,66004954,25,0,1205,0,0,0,0,2.74896437235874,0,0.489434961911658,0.117441128578281,50193.8245636629,6,-0.002283761,0.00225936064356749,1.36676855045714,"(-0.1,0]"
"364",43555,66012273,44,3,235,990,740,13.395746831691,7.99219579493746,4.47234040993325,8.50229868224134,1.52412765882117,0.577914893944213,11669.2073284255,4,0.002720176,0.00225936064356749,0.582182185857143,"(0,0.1]"
"365",43623,66013963,57,9,465,2580,1420,6.051938286648,4.25999669759504,1.62989247317917,3.80736139903306,1.37865376506121,0.910430099598823,21157.0764915118,6,0.0006088008,0.0242392703746718,1.20154737437143,"(0,0.1]"
"366",43680,66015946,3,0,287,0,0,0,0,0.0920415232957028,0,1.54374740520254,0.798256052870651,11462.9114316266,5,-0.0006828916,0.0207439174201465,0.979142255457143,"(-0.1,0]"
"367",43875,66018216,0,0,267,0,0,0,0,0.000374531840786951,0,0.810367043098707,0.227654882584618,12302.9895885143,5,-0.0006851058,0.00167350434314648,1.30241064854286,"(-0.1,0]"
"368",44880,67001610,0,0,233,0,0,0,0,0.0493562245509655,0,2.50627467925201,1.82772534420562,10067.4691274258,5,0.0004237667,0.00185112515628248,1.04362698194286,"(0,0.1]"
"369",44912,67002157,4,1,493,0,0,0,0,0.148478703161524,0,3.23593914817119,3.57961770719858,21638.0544030265,5,0.001022577,0.0407786920676653,0.604949006657143,"(0,0.1]"
"370",45032,67004175,51,2,763,6000,6000,4.56645050593121,2.6918493677248,0.08374836271431,2.18677653364465,3.60493578139795,0.537359216930357,34436.809592605,6,0.0003832036,0.028234143450386,1.55021927982857,"(0,0.1]"
"371",45103,67005596,3,1,285,0,0,0,0,0.395438598148655,0,2.07558946970262,0.065259649879054,12986.1908045807,5,-0.0009113423,0.000187149308653633,0.745867941171429,"(-0.1,0]"
"372",45150,67006424,2,0,281,0,0,0,0,0.240213525544494,0,3.33522064384617,0.606433296118767,11917.1906755957,5,0.0008085391,0.0083212096678155,1.12107866342857,"(0,0.1]"
"373",45269,67008114,8,0,235,0,0,0,0,2.66202530664105,0,2.23086497347943,0.0357383962421981,11011.575868353,5,0.0009277187,0.0117303045456346,1.26921595068571,"(0,0.1]"
"374",45323,67009938,41,2,418,260,0,4.78319915929479,2.15541943636808,0.426555026483022,2.73970860888772,2.86486124322175,0.0365311012171102,17004.0148133753,5,0.001067903,0.0033329003128446,0.668478911714286,"(0,0.1]"
"375",45324,67009943,54,1,335,208,208,13.7418074419694,2.34116522945575,0.819104483656919,4.69822160373508,2.57859104186741,2.39959407084024,13577.074375325,5,0.002802429,0.000265512945646669,0.611466372457143,"(0,0.1]"
"376",45340,67010255,0,0,295,0,0,0,0,1.30847457920091,0,2.67728135472132,0.016406780178264,13045.460228645,5,0.003066627,0.000166276938851607,0.558822573114286,"(0,0.1]"
"377",45478,71004266,2505,101,29215,68463.1,2469.1,5.92322766170524,3.844470092571,0.776683532470716,3.21308681294668,0.27736312968395,0.191850216081388,1307566.93078398,8,-0.001562376,0.000130928032249208,1.21840596768571,"(-0.1,0]"
"378",45543,71009904,6,0,1606,0,0,0.317727064136253,0,0,0,0,0,67964.2248486351,6,0.00179072,0.0000552457044347388,0.939960617228571,"(0,0.1]"
"379",45627,71019901,0,0,407,0,0,0,0,0,0,0,0,18915.6035692187,5,0.00107523,0.0117303045456346,0.489919557142857,"(0,0.1]"
"380",45768,71029416,127,12,2391,403.2,0,3.78417881318231,0.625647085708303,0.103134141801368,1.65385252527272,0.0623965734904698,0.0449547970887761,108150.475971574,6,0.0008568479,0.0242392703746718,1.38587356045714,"(0,0.1]"
"381",45830,71047006,14,0,225,0,0,4.09765635066562,0.990833492279053,0.0595555562112066,2.02546385223797,0.382871110306846,0,10197.5139782503,5,-0.0003480432,0.0127561170265981,0.447297722657143,"(-0.1,0]"
"382",46139,72003625,0,0,245,0,0,0,0,0,0,0,0,10535.009727934,4,0.00007730409,0.0407786920676653,0.330354522514286,"(0,0.1]"
"383",46276,72008823,0,0,393,0,0,0,0,0.00559796447896471,0,0,0,17917.2249368281,5,-0.0008025429,0.000000290887391374113,0.417060462,"(-0.1,0]"
"384",46279,72008934,0,0,291,0,0,0,0,0,0,0,0,13183.7729174881,5,-0.001094412,0.000147609247980814,1.08562197834286,"(-0.1,0]"
"385",46414,72014773,133,4,2182,1200,0,4.6187970635546,2.98120126087259,0.228571430121586,2.53121424021971,0.00437408434602367,0.00142719784935752,97027.0168873272,6,-0.001158432,0.000000397900121120169,0.762520444,"(-0.1,0]"
"386",46540,72020740,73,1,1038,8490,0,3.83243843239386,0.291222692906171,0.0657088129970306,0.842609804971228,0.0098591953573099,0,46219.7111376986,6,-0.002047087,0.000467762699246,1.13804432974286,"(-0.1,0]"
"387",46581,72023768,4,1,913,0,0,0,0,0,0,0.0184513658773704,0,42059.3845184503,5,0.0003305226,0.0437869804777886,0.342288335857143,"(0,0.1]"
"388",46943,72032763,34,1,387,1620,0,7.03746983569815,4.11311053984576,0.11388174940504,3.14588300186985,0.0137840618204641,0,18982.7829934526,5,-0.0004616349,0.0163253396829134,0.574807986571429,"(-0.1,0]"
"389",47081,72035994,149,12,1897,16987.5,2220.3,6.45949591384414,2.0109871832647,0.0666315246944875,2.99698011485231,0.100761201753073,0.112172630503106,87736.3890584217,6,-0.003171797,0.000210466228479403,0.916838959971429,"(-0.1,0]"
"390",47357,72041602,2281,200,20748,47394.9,640.1,7.14745904713933,2.1986676376618,0.192363391233114,3.15463778141856,0.636071297943054,2.12943923128343,1056885.2272197,8,0.0003324773,0.0352851323530067,1.16223314291429,"(0,0.1]"
"391",47358,72041711,1,0,241,0,0,0,0,0.0062240664827873,0,0.422062242983288,0.046668048716185,11785.3267334391,5,-0.0007231678,0.00762135081093312,1.59286977574286,"(-0.1,0]"
"392",47893,73005066,233,34,756,2732.5,845.2,19.8349165193066,5.23295349964783,0.148941801575126,10.2073949219848,1.79096825435639,6.06381701108403,34474.6385484171,5,0.002825023,0.00989568839126326,0.610121664342857,"(0,0.1]"
"393",47938,73006145,216,21,605,2446.9,1568.5,12.9416672939111,8.09207740568918,0.159669423054072,11.6495528860513,1.848790086461,12.3495524624162,26186.3130069879,5,0.001113161,0.00136439215645161,0.499722487942857,"(0,0.1]"
"394",48170,73010302,56,5,281,1259.4,1259.4,10.0887719201872,7.47290762124112,0.737010675074791,5.88547853914334,1.23797864787731,2.48890670609008,14186.2273088185,5,-0.0007469416,0.0083212096678155,0.828542678028571,"(-0.1,0]"
"395",48191,73013106,115,11,558,183.8,80.8,10.9623355526864,9.04206772346223,0.488351258112111,7.25263952793292,1.18848207834641,1.96370971047964,23644.8322894747,5,0.001525451,0.00123043841168622,0.572798307857143,"(0,0.1]"
"396",48196,73014269,237,37,895,4812.7,339.9,21.5947225205725,6.194680695294,0.401117318144391,14.2159184181487,1.01789385730494,2.41460443653541,39547.0396195991,5,0.003707895,0.00402823717083145,0.773300029914286,"(0,0.1]"
"397",48266,73020354,57,2,371,18.1,0,7.60156775134689,0.349245499021962,0.0853658546882916,4.64426371454617,0.67717072902737,0.70056911987987,18138.7569506879,6,0.001402825,0.0176963560701568,1.49508097131429,"(0,0.1]"
"398",48572,75011237,66,1,307,0,0,15.5303614965149,10.6639809469575,5.3996763848564,5.85200019489514,1.35567961129266,0.0339838200788282,11763.3904061949,5,0.001807018,0.0352851323530067,0.746970232085714,"(0,0.1]"
"399",48573,75011244,63,1,802,0,0,5.25092111331949,2.03993363297607,3.5537220918511,1.87462678682307,1.12360174001816,0.129710301276176,32227.7833389928,6,0.005428859,0.00907801720573989,1.65790092497143,"(0,0.1]"
"400",48667,75024182,38,1,283,0,0,7.20012103036941,0.593249524597987,2.1692579557902,5.10864524676095,1.23472438389337,0.00264310955264122,11567.4936765643,5,0.01448311,0.00000324176997705588,0.8943600388,"(0,0.1]"
"401",48679,75025589,1564,63,11749,9757.3,7109.7,9.74621477674161,8.00749374896663,4.83826183185621,6.27620220141057,1.02916571004129,0.771985369989097,504948.216644211,7,-0.002608275,0.00167350434314648,1.07003120762857,"(-0.1,0]"
"402",48689,75027041,135,4,960,3600,3600,9.79100920185447,6.8626013237983,2.71166666618859,5.8698145730956,1.64517916604721,0.0872760429124658,40701.2699535937,5,0.003447226,0.000116035002536839,0.409499256914286,"(0,0.1]"
